student_id,major_category,year_of_study,pre_semester_gpa,weekly_genai_hours,primary_use_case,prompt_engineering_skill,tool_diversity,paid_subscription,traditional_study_hours,perceived_ai_dependency,institutional_policy,anxiety_level_during_exams,post_semester_gpa,skill_retention_score,burnout_risk_level,gpa_change,genai_hours_band,dependency_band,anxiety_band,total_study_hours,ai_to_traditional_study_ratio
135200,Business,Senior,2.617,0.76,Summarizing_Reading,Beginner,1,No,6.85,2,Actively_Encouraged,4,2.841,78.78,Low,0.224,0–2,1–2 Low,3–4,7.61,0.111
135201,Arts,Junior,3.837,2.87,Copywriting/Drafting,Advanced,5,No,7.88,3,Allowed_With_Citation,5,4.0,96.62,Low,0.163,>2–5,3–4 Moderate,5–6,10.75,0.364
135202,Medical,Freshman,2.282,19.9,Summarizing_Reading,Beginner,3,No,4.89,5,Actively_Encouraged,6,2.465,61.86,Medium,0.183,>10–20,5–6 Elevated,5–6,24.79,4.07
135203,STEM,Graduate,2.51,18.6,Ideation,Beginner,3,No,12.09,5,Allowed_With_Citation,6,2.911,69.3,High,0.401,>10–20,5–6 Elevated,5–6,30.69,1.538
135204,Business,Freshman,3.145,7.7,Ideation,Beginner,2,Yes,1.0,2,Allowed_With_Citation,2,2.996,71.11,Low,-0.149,>5–10,1–2 Low,1–2,8.7,7.7
135205,STEM,Freshman,3.146,0.74,Ideation,Beginner,2,No,10.48,2,Actively_Encouraged,2,3.115,52.14,Low,-0.031,0–2,1–2 Low,1–2,11.22,0.071
135206,STEM,Senior,3.562,26.96,Debugging/Troubleshooting,Beginner,1,No,17.74,6,Allowed_With_Citation,5,3.853,91.16,Medium,0.291,>20,5–6 Elevated,5–6,44.7,1.52
135207,Business,Freshman,3.77,0.63,Copywriting/Drafting,Beginner,2,No,6.15,1,Allowed_With_Citation,4,3.733,86.86,Medium,-0.037,0–2,1–2 Low,3–4,6.78,0.102
135208,Humanities,Senior,3.074,2.01,Direct_Answer_Generation,Advanced,3,Yes,4.96,2,Allowed_With_Citation,4,3.251,60.64,Low,0.177,>2–5,1–2 Low,3–4,6.97,0.405
135209,Arts,Graduate,3.366,8.28,Copywriting/Drafting,Intermediate,3,No,13.65,2,Allowed_With_Citation,2,3.789,81.97,Medium,0.423,>5–10,1–2 Low,1–2,21.93,0.607
135210,Humanities,Sophomore,3.653,1.44,Debugging/Troubleshooting,Advanced,4,No,19.87,1,Actively_Encouraged,4,3.849,99.43,Medium,0.196,0–2,1–2 Low,3–4,21.31,0.072
135211,STEM,Freshman,2.72,2.81,Debugging/Troubleshooting,Intermediate,3,No,15.99,1,Actively_Encouraged,3,3.054,58.72,Low,0.334,>2–5,1–2 Low,3–4,18.8,0.176
135212,Medical,Freshman,3.002,38.0,Summarizing_Reading,Advanced,4,No,1.47,10,Allowed_With_Citation,3,3.082,74.39,High,0.08,>20,9–10 Very High,3–4,39.47,25.85
135213,STEM,Graduate,2.492,0.56,Ideation,Beginner,1,Yes,13.44,1,Allowed_With_Citation,1,3.009,83.65,High,0.517,0–2,1–2 Low,1–2,14.0,0.042
135214,STEM,Junior,3.626,2.62,Debugging/Troubleshooting,Intermediate,3,Yes,14.77,1,Allowed_With_Citation,2,3.751,81.19,Low,0.125,>2–5,1–2 Low,1–2,17.39,0.177
135215,STEM,Junior,3.469,0.39,Debugging/Troubleshooting,Beginner,3,Yes,17.22,3,Actively_Encouraged,5,3.448,78.05,Low,-0.021,0–2,3–4 Moderate,5–6,17.61,0.023
135216,Medical,Freshman,2.651,3.35,Summarizing_Reading,Intermediate,2,No,2.53,3,Allowed_With_Citation,4,2.578,75.22,Low,-0.073,>2–5,3–4 Moderate,3–4,5.88,1.324
135217,Humanities,Graduate,3.14,2.65,Summarizing_Reading,Beginner,1,No,20.68,3,Allowed_With_Citation,8,3.533,81.73,High,0.393,>2–5,3–4 Moderate,7–8,23.33,0.128
135218,Business,Junior,3.69,5.38,Summarizing_Reading,Intermediate,1,No,10.85,3,Actively_Encouraged,2,3.81,71.43,Low,0.12,>5–10,3–4 Moderate,1–2,16.23,0.496
135219,Arts,Junior,3.529,6.37,Ideation,Intermediate,1,No,15.67,1,Allowed_With_Citation,6,3.698,75.1,High,0.169,>5–10,1–2 Low,5–6,22.04,0.407
135220,Business,Junior,3.046,26.39,Summarizing_Reading,Beginner,3,No,13.54,5,Allowed_With_Citation,5,3.171,46.93,High,0.125,>20,5–6 Elevated,5–6,39.93,1.949
135221,Arts,Senior,2.817,11.36,Summarizing_Reading,Beginner,1,No,14.36,4,Strict_Ban,7,2.842,70.49,Medium,0.025,>10–20,3–4 Moderate,7–8,25.72,0.791
135222,Humanities,Freshman,2.336,16.85,Copywriting/Drafting,Intermediate,4,Yes,13.61,5,Actively_Encouraged,8,2.356,61.62,High,0.02,>10–20,5–6 Elevated,7–8,30.46,1.238
135223,Medical,Graduate,3.207,7.26,Summarizing_Reading,Intermediate,2,No,12.79,5,Actively_Encouraged,4,3.626,79.25,High,0.419,>5–10,5–6 Elevated,3–4,20.05,0.568
135224,Arts,Freshman,3.455,7.02,Copywriting/Drafting,Intermediate,4,No,14.33,2,Actively_Encouraged,3,3.979,84.95,Low,0.524,>5–10,1–2 Low,3–4,21.35,0.49
135225,Humanities,Freshman,2.618,10.47,Summarizing_Reading,Advanced,3,No,15.88,6,Allowed_With_Citation,4,2.948,81.53,Low,0.33,>10–20,5–6 Elevated,3–4,26.35,0.659
135226,Humanities,Freshman,3.649,0.1,Direct_Answer_Generation,Intermediate,1,No,15.14,2,Strict_Ban,3,4.0,78.97,Medium,0.351,0–2,1–2 Low,3–4,15.24,0.007
135227,Medical,Freshman,3.597,13.75,Summarizing_Reading,Advanced,5,No,8.8,4,Allowed_With_Citation,7,3.605,77.55,Low,0.008,>10–20,3–4 Moderate,7–8,22.55,1.562
135228,Business,Junior,3.69,0.23,Ideation,Intermediate,5,No,6.89,2,Actively_Encouraged,3,4.0,57.65,Low,0.31,0–2,1–2 Low,3–4,7.12,0.033
135229,Business,Freshman,2.903,12.8,Copywriting/Drafting,Advanced,3,Yes,7.56,2,Allowed_With_Citation,1,2.864,59.99,Low,-0.039,>10–20,1–2 Low,1–2,20.36,1.693
135230,Arts,Freshman,3.573,0.5,Copywriting/Drafting,Intermediate,1,Yes,12.32,1,Allowed_With_Citation,2,3.786,69.46,Medium,0.213,0–2,1–2 Low,1–2,12.82,0.041
135231,Business,Graduate,3.152,40.0,Ideation,Intermediate,2,No,11.26,7,Actively_Encouraged,8,3.267,81.86,High,0.115,>20,7–8 High,7–8,51.26,3.552
135232,STEM,Graduate,3.322,26.21,Direct_Answer_Generation,Intermediate,4,No,4.98,5,Allowed_With_Citation,5,3.133,60.74,High,-0.189,>20,5–6 Elevated,5–6,31.19,5.263
135233,Humanities,Sophomore,3.137,23.21,Copywriting/Drafting,Intermediate,2,Yes,6.44,7,Strict_Ban,9,3.09,77.99,High,-0.047,>20,7–8 High,9–10,29.65,3.604
135234,Business,Sophomore,3.202,3.58,Summarizing_Reading,Advanced,4,Yes,9.16,1,Strict_Ban,4,3.616,92.3,Low,0.414,>2–5,1–2 Low,3–4,12.74,0.391
135235,STEM,Sophomore,3.4,5.33,Debugging/Troubleshooting,Beginner,2,Yes,19.02,3,Actively_Encouraged,2,4.0,83.2,Medium,0.6,>5–10,3–4 Moderate,1–2,24.35,0.28
135236,Humanities,Graduate,3.014,2.83,Copywriting/Drafting,Beginner,3,No,11.83,4,Actively_Encouraged,2,3.12,70.91,High,0.106,>2–5,3–4 Moderate,1–2,14.66,0.239
135237,Arts,Freshman,3.095,5.44,Copywriting/Drafting,Advanced,3,No,15.37,3,Actively_Encouraged,5,2.964,74.26,Medium,-0.131,>5–10,3–4 Moderate,5–6,20.81,0.354
135238,STEM,Junior,3.416,32.19,Copywriting/Drafting,Beginner,3,No,4.01,6,Actively_Encouraged,6,3.856,44.09,High,0.44,>20,5–6 Elevated,5–6,36.2,8.027
135239,STEM,Freshman,2.975,18.51,Copywriting/Drafting,Advanced,3,Yes,29.28,4,Strict_Ban,7,3.454,100.0,Medium,0.479,>10–20,3–4 Moderate,7–8,47.79,0.632
135240,Arts,Senior,3.31,5.32,Copywriting/Drafting,Beginner,3,No,19.52,2,Allowed_With_Citation,6,3.803,62.51,Medium,0.493,>5–10,1–2 Low,5–6,24.84,0.273
135241,Business,Junior,2.319,22.97,Direct_Answer_Generation,Advanced,4,Yes,7.89,5,Actively_Encouraged,3,2.024,57.7,Medium,-0.295,>20,5–6 Elevated,3–4,30.86,2.911
135242,STEM,Sophomore,3.246,10.88,Summarizing_Reading,Beginner,1,Yes,2.84,2,Strict_Ban,5,2.871,76.64,Medium,-0.375,>10–20,1–2 Low,5–6,13.72,3.831
135243,Arts,Freshman,3.602,2.06,Direct_Answer_Generation,Advanced,4,No,20.2,3,Allowed_With_Citation,3,3.792,92.31,Medium,0.19,>2–5,3–4 Moderate,3–4,22.26,0.102
135244,Business,Senior,3.741,14.24,Summarizing_Reading,Intermediate,5,No,18.97,4,Actively_Encouraged,5,4.0,88.57,High,0.259,>10–20,3–4 Moderate,5–6,33.21,0.751
135245,Humanities,Freshman,2.663,5.93,Direct_Answer_Generation,Advanced,4,Yes,8.77,5,Allowed_With_Citation,3,2.754,53.3,Low,0.091,>5–10,5–6 Elevated,3–4,14.7,0.676
135246,Humanities,Sophomore,3.942,6.48,Summarizing_Reading,Intermediate,2,Yes,1.94,5,Allowed_With_Citation,4,3.91,64.95,Medium,-0.032,>5–10,5–6 Elevated,3–4,8.42,3.34
135247,STEM,Sophomore,3.323,14.63,Debugging/Troubleshooting,Beginner,3,Yes,9.49,5,Allowed_With_Citation,8,3.725,51.27,Low,0.402,>10–20,5–6 Elevated,7–8,24.12,1.542
135248,Arts,Junior,3.465,4.47,Direct_Answer_Generation,Advanced,5,No,15.19,2,Allowed_With_Citation,4,3.647,85.7,Medium,0.182,>2–5,1–2 Low,3–4,19.66,0.294
135249,Business,Junior,3.04,16.91,Ideation,Beginner,1,Yes,11.35,7,Allowed_With_Citation,2,3.259,71.22,High,0.219,>10–20,7–8 High,1–2,28.26,1.49
135250,Business,Sophomore,2.955,3.34,Direct_Answer_Generation,Beginner,1,No,13.96,3,Allowed_With_Citation,6,2.97,77.94,Low,0.015,>2–5,3–4 Moderate,5–6,17.3,0.239
135251,Medical,Junior,2.73,0.51,Copywriting/Drafting,Beginner,2,Yes,2.32,1,Actively_Encouraged,2,2.559,74.77,High,-0.171,0–2,1–2 Low,1–2,2.83,0.22
135252,STEM,Junior,3.35,1.06,Direct_Answer_Generation,Intermediate,5,No,10.67,3,Allowed_With_Citation,5,3.535,69.34,High,0.185,0–2,3–4 Moderate,5–6,11.73,0.099
135253,STEM,Junior,2.607,12.9,Debugging/Troubleshooting,Intermediate,2,Yes,14.98,3,Actively_Encouraged,2,2.812,77.03,Medium,0.205,>10–20,3–4 Moderate,1–2,27.88,0.861
135254,STEM,Graduate,2.7,4.14,Debugging/Troubleshooting,Intermediate,2,Yes,11.05,3,Allowed_With_Citation,2,2.909,57.72,Low,0.209,>2–5,3–4 Moderate,1–2,15.19,0.375
135255,STEM,Freshman,3.577,14.91,Debugging/Troubleshooting,Intermediate,5,Yes,11.1,6,Strict_Ban,7,3.773,66.36,Medium,0.196,>10–20,5–6 Elevated,7–8,26.01,1.343
135256,Business,Junior,3.881,0.15,Ideation,Beginner,1,No,15.33,3,Allowed_With_Citation,2,3.976,78.54,Medium,0.095,0–2,3–4 Moderate,1–2,15.48,0.01
135257,Business,Freshman,3.529,0.85,Ideation,Advanced,3,Yes,13.15,2,Actively_Encouraged,6,3.605,86.66,Medium,0.076,0–2,1–2 Low,5–6,14.0,0.065
135258,STEM,Senior,2.048,2.13,Debugging/Troubleshooting,Beginner,2,No,10.16,1,Allowed_With_Citation,3,2.354,62.08,Medium,0.306,>2–5,1–2 Low,3–4,12.29,0.21
135259,STEM,Senior,3.24,2.22,Summarizing_Reading,Intermediate,3,No,8.05,5,Allowed_With_Citation,3,3.348,66.64,Medium,0.108,>2–5,5–6 Elevated,3–4,10.27,0.276
135260,STEM,Senior,2.773,4.12,Debugging/Troubleshooting,Advanced,3,No,5.18,3,Actively_Encouraged,2,3.247,77.8,Medium,0.474,>2–5,3–4 Moderate,1–2,9.3,0.795
135261,Medical,Junior,3.522,0.32,Summarizing_Reading,Beginner,1,No,16.61,3,Allowed_With_Citation,7,3.878,65.35,Medium,0.356,0–2,3–4 Moderate,7–8,16.93,0.019
135262,Business,Freshman,3.864,8.01,Copywriting/Drafting,Beginner,2,No,14.12,2,Strict_Ban,2,3.942,50.26,Low,0.078,>5–10,1–2 Low,1–2,22.13,0.567
135263,Business,Junior,1.886,1.16,Debugging/Troubleshooting,Beginner,3,Yes,12.31,1,Allowed_With_Citation,2,2.392,85.1,Medium,0.506,0–2,1–2 Low,1–2,13.47,0.094
135264,Humanities,Freshman,3.165,1.07,Copywriting/Drafting,Intermediate,3,No,12.14,5,Allowed_With_Citation,7,3.067,73.07,Low,-0.098,0–2,5–6 Elevated,7–8,13.21,0.088
135265,Humanities,Sophomore,2.448,0.57,Copywriting/Drafting,Intermediate,1,Yes,8.57,1,Allowed_With_Citation,4,2.623,62.42,Low,0.175,0–2,1–2 Low,3–4,9.14,0.067
135266,STEM,Senior,2.901,1.96,Ideation,Beginner,1,Yes,18.52,1,Allowed_With_Citation,3,3.536,59.69,Low,0.635,0–2,1–2 Low,3–4,20.48,0.106
135267,Medical,Sophomore,3.512,0.87,Debugging/Troubleshooting,Beginner,2,Yes,9.01,5,Allowed_With_Citation,6,3.712,54.16,Low,0.2,0–2,5–6 Elevated,5–6,9.88,0.097
135268,Arts,Junior,2.425,6.38,Copywriting/Drafting,Intermediate,3,Yes,16.21,2,Actively_Encouraged,1,2.7,100.0,Low,0.275,>5–10,1–2 Low,1–2,22.59,0.394
135269,Business,Sophomore,3.879,4.14,Debugging/Troubleshooting,Intermediate,3,No,1.93,1,Actively_Encouraged,4,3.98,65.64,Low,0.101,>2–5,1–2 Low,3–4,6.07,2.145
135270,Business,Freshman,3.841,1.38,Direct_Answer_Generation,Beginner,2,Yes,13.9,4,Allowed_With_Citation,1,3.854,71.98,Medium,0.013,0–2,3–4 Moderate,1–2,15.28,0.099
135271,Business,Junior,3.126,4.27,Direct_Answer_Generation,Intermediate,5,Yes,17.87,1,Allowed_With_Citation,3,3.248,63.25,Low,0.122,>2–5,1–2 Low,3–4,22.14,0.239
135272,STEM,Freshman,3.584,4.24,Direct_Answer_Generation,Beginner,1,No,7.03,2,Actively_Encouraged,3,3.498,91.58,Medium,-0.086,>2–5,1–2 Low,3–4,11.27,0.603
135273,STEM,Graduate,2.109,15.99,Debugging/Troubleshooting,Intermediate,4,Yes,14.51,4,Allowed_With_Citation,2,2.37,86.29,Medium,0.261,>10–20,3–4 Moderate,1–2,30.5,1.102
135274,Business,Senior,3.411,14.86,Ideation,Intermediate,2,No,6.25,7,Allowed_With_Citation,7,3.679,74.09,Medium,0.268,>10–20,7–8 High,7–8,21.11,2.378
135275,STEM,Graduate,3.874,0.14,Ideation,Intermediate,1,No,10.4,2,Actively_Encouraged,8,4.0,87.05,Medium,0.126,0–2,1–2 Low,7–8,10.54,0.013
135276,STEM,Graduate,3.444,9.04,Debugging/Troubleshooting,Advanced,4,No,18.56,5,Actively_Encouraged,4,3.723,94.63,Medium,0.279,>5–10,5–6 Elevated,3–4,27.6,0.487
135277,Business,Senior,3.377,1.49,Ideation,Beginner,3,No,15.12,4,Allowed_With_Citation,2,3.803,89.14,Low,0.426,0–2,3–4 Moderate,1–2,16.61,0.099
135278,Medical,Senior,3.488,12.83,Summarizing_Reading,Beginner,2,Yes,7.86,5,Allowed_With_Citation,8,3.881,74.33,Medium,0.393,>10–20,5–6 Elevated,7–8,20.69,1.632
135279,Medical,Junior,3.806,11.12,Summarizing_Reading,Beginner,2,No,15.46,2,Strict_Ban,5,4.0,63.29,Medium,0.194,>10–20,1–2 Low,5–6,26.58,0.719
135280,STEM,Freshman,3.433,1.44,Ideation,Beginner,1,No,1.35,1,Actively_Encouraged,4,3.357,70.45,Low,-0.076,0–2,1–2 Low,3–4,2.79,1.067
135281,STEM,Senior,3.393,3.95,Debugging/Troubleshooting,Beginner,2,No,19.7,3,Actively_Encouraged,7,3.579,69.04,Medium,0.186,>2–5,3–4 Moderate,7–8,23.65,0.201
135282,Business,Sophomore,2.329,7.67,Copywriting/Drafting,Advanced,4,Yes,15.44,1,Allowed_With_Citation,3,2.605,90.84,Medium,0.276,>5–10,1–2 Low,3–4,23.11,0.497
135283,Arts,Senior,2.273,2.33,Copywriting/Drafting,Intermediate,1,No,12.72,3,Allowed_With_Citation,8,2.666,70.32,Low,0.393,>2–5,3–4 Moderate,7–8,15.05,0.183
135284,Medical,Senior,3.084,13.46,Summarizing_Reading,Advanced,3,Yes,1.0,4,Allowed_With_Citation,2,3.139,71.93,High,0.055,>10–20,3–4 Moderate,1–2,14.46,13.46
135285,Arts,Junior,3.124,10.24,Direct_Answer_Generation,Intermediate,4,Yes,15.88,3,Allowed_With_Citation,4,3.529,84.51,High,0.405,>10–20,3–4 Moderate,3–4,26.12,0.645
135286,Business,Senior,3.059,14.13,Ideation,Intermediate,4,No,14.86,4,Allowed_With_Citation,3,3.154,70.76,Medium,0.095,>10–20,3–4 Moderate,3–4,28.99,0.951
135287,STEM,Sophomore,2.968,3.34,Summarizing_Reading,Beginner,2,No,6.87,3,Allowed_With_Citation,1,2.823,62.25,Medium,-0.145,>2–5,3–4 Moderate,1–2,10.21,0.486
135288,STEM,Senior,2.887,2.48,Debugging/Troubleshooting,Advanced,4,No,8.24,4,Strict_Ban,5,3.07,100.0,Medium,0.183,>2–5,3–4 Moderate,5–6,10.72,0.301
135289,STEM,Graduate,3.243,4.69,Debugging/Troubleshooting,Beginner,1,No,18.28,7,Strict_Ban,9,3.432,73.2,Medium,0.189,>2–5,7–8 High,9–10,22.97,0.257
135290,Business,Junior,3.173,3.88,Copywriting/Drafting,Beginner,1,No,8.63,3,Strict_Ban,4,3.218,65.12,Low,0.045,>2–5,3–4 Moderate,3–4,12.51,0.45
135291,STEM,Freshman,2.975,13.74,Ideation,Advanced,3,No,5.64,4,Allowed_With_Citation,4,2.962,81.04,Medium,-0.013,>10–20,3–4 Moderate,3–4,19.38,2.436
135292,Business,Junior,3.232,6.1,Ideation,Advanced,4,Yes,15.59,4,Allowed_With_Citation,4,4.0,63.63,High,0.768,>5–10,3–4 Moderate,3–4,21.69,0.391
135293,Business,Sophomore,3.378,5.59,Ideation,Advanced,3,No,13.55,5,Allowed_With_Citation,2,3.619,87.06,Medium,0.241,>5–10,5–6 Elevated,1–2,19.14,0.413
135294,STEM,Sophomore,3.038,12.71,Summarizing_Reading,Intermediate,4,Yes,1.0,3,Allowed_With_Citation,5,3.217,57.26,Medium,0.179,>10–20,3–4 Moderate,5–6,13.71,12.71
135295,Medical,Freshman,1.629,0.51,Debugging/Troubleshooting,Beginner,2,No,14.1,2,Strict_Ban,5,1.765,55.85,Low,0.136,0–2,1–2 Low,5–6,14.61,0.036
135296,Business,Junior,3.656,2.76,Ideation,Intermediate,4,No,16.05,4,Actively_Encouraged,5,3.775,74.92,High,0.119,>2–5,3–4 Moderate,5–6,18.81,0.172
135297,Medical,Senior,3.397,4.66,Debugging/Troubleshooting,Intermediate,2,No,24.82,2,Allowed_With_Citation,7,4.0,98.87,Low,0.603,>2–5,1–2 Low,7–8,29.48,0.188
135298,Medical,Senior,3.168,2.89,Ideation,Advanced,3,Yes,13.47,3,Allowed_With_Citation,4,3.441,93.14,Low,0.273,>2–5,3–4 Moderate,3–4,16.36,0.215
135299,STEM,Graduate,3.415,22.57,Debugging/Troubleshooting,Intermediate,4,Yes,6.99,4,Actively_Encouraged,6,3.743,78.65,Medium,0.328,>20,3–4 Moderate,5–6,29.56,3.229
135300,Humanities,Freshman,3.229,1.21,Copywriting/Drafting,Advanced,3,No,14.52,2,Strict_Ban,4,3.188,93.36,Medium,-0.041,0–2,1–2 Low,3–4,15.73,0.083
135301,STEM,Graduate,3.274,8.55,Ideation,Beginner,2,No,7.6,2,Strict_Ban,3,3.564,61.39,Medium,0.29,>5–10,1–2 Low,3–4,16.15,1.125
135302,Arts,Senior,3.78,3.77,Summarizing_Reading,Intermediate,5,Yes,14.48,4,Actively_Encouraged,6,4.0,60.7,Medium,0.22,>2–5,3–4 Moderate,5–6,18.25,0.26
135303,Business,Senior,3.079,3.06,Ideation,Advanced,3,No,13.16,3,Strict_Ban,2,3.335,64.76,Medium,0.256,>2–5,3–4 Moderate,1–2,16.22,0.233
135304,Medical,Senior,2.869,0.5,Copywriting/Drafting,Intermediate,3,Yes,10.31,1,Allowed_With_Citation,5,3.05,71.85,Medium,0.181,0–2,1–2 Low,5–6,10.81,0.048
135305,STEM,Junior,3.38,3.22,Direct_Answer_Generation,Advanced,3,No,6.0,3,Allowed_With_Citation,3,3.442,78.38,High,0.062,>2–5,3–4 Moderate,3–4,9.22,0.537
135306,Business,Sophomore,3.697,3.12,Ideation,Beginner,2,Yes,1.0,3,Allowed_With_Citation,5,3.802,65.57,Medium,0.105,>2–5,3–4 Moderate,5–6,4.12,3.12
135307,Medical,Graduate,3.673,1.73,Direct_Answer_Generation,Advanced,4,No,15.92,3,Allowed_With_Citation,2,3.976,62.57,Medium,0.303,0–2,3–4 Moderate,1–2,17.65,0.109
135308,Business,Freshman,3.809,11.72,Debugging/Troubleshooting,Advanced,4,No,10.24,7,Strict_Ban,8,3.832,79.93,Medium,0.023,>10–20,7–8 High,7–8,21.96,1.145
135309,STEM,Freshman,3.264,10.56,Copywriting/Drafting,Intermediate,2,Yes,9.23,4,Strict_Ban,7,3.195,85.16,Medium,-0.069,>10–20,3–4 Moderate,7–8,19.79,1.144
135310,Business,Freshman,3.095,18.32,Ideation,Advanced,3,Yes,5.1,6,Allowed_With_Citation,5,3.453,89.98,High,0.358,>10–20,5–6 Elevated,5–6,23.42,3.592
135311,STEM,Senior,2.973,2.4,Copywriting/Drafting,Intermediate,4,No,9.91,1,Strict_Ban,1,3.003,55.01,Low,0.03,>2–5,1–2 Low,1–2,12.31,0.242
135312,STEM,Graduate,3.609,2.09,Debugging/Troubleshooting,Beginner,3,Yes,17.75,1,Allowed_With_Citation,1,3.865,70.85,High,0.256,>2–5,1–2 Low,1–2,19.84,0.118
135313,Humanities,Freshman,3.515,14.11,Debugging/Troubleshooting,Beginner,1,No,12.02,3,Strict_Ban,6,3.793,92.61,Medium,0.278,>10–20,3–4 Moderate,5–6,26.13,1.174
135314,STEM,Freshman,3.411,10.37,Debugging/Troubleshooting,Intermediate,2,No,11.17,3,Allowed_With_Citation,3,3.221,74.56,Medium,-0.19,>10–20,3–4 Moderate,3–4,21.54,0.928
135315,Arts,Sophomore,1.887,0.63,Copywriting/Drafting,Beginner,3,No,2.97,1,Actively_Encouraged,7,1.948,53.5,Medium,0.061,0–2,1–2 Low,7–8,3.6,0.212
135316,Humanities,Graduate,2.819,0.08,Copywriting/Drafting,Beginner,3,No,6.36,2,Allowed_With_Citation,4,3.151,65.87,Low,0.332,0–2,1–2 Low,3–4,6.44,0.013
135317,Business,Freshman,2.613,0.38,Ideation,Intermediate,3,No,15.26,3,Actively_Encouraged,1,2.939,76.56,Low,0.326,0–2,3–4 Moderate,1–2,15.64,0.025
135318,STEM,Freshman,3.681,0.82,Debugging/Troubleshooting,Advanced,5,No,15.3,4,Allowed_With_Citation,8,3.999,100.0,Low,0.318,0–2,3–4 Moderate,7–8,16.12,0.054
135319,STEM,Freshman,3.196,3.13,Direct_Answer_Generation,Advanced,3,Yes,4.18,2,Actively_Encouraged,4,3.146,56.05,Medium,-0.05,>2–5,1–2 Low,3–4,7.31,0.749
135320,STEM,Graduate,3.798,9.57,Summarizing_Reading,Advanced,4,No,4.76,6,Allowed_With_Citation,2,3.998,74.64,Medium,0.2,>5–10,5–6 Elevated,1–2,14.33,2.011
135321,STEM,Freshman,3.716,27.18,Debugging/Troubleshooting,Beginner,2,Yes,2.88,5,Allowed_With_Citation,5,3.693,81.15,High,-0.023,>20,5–6 Elevated,5–6,30.06,9.438
135322,Humanities,Graduate,2.553,0.37,Copywriting/Drafting,Intermediate,3,Yes,14.41,1,Allowed_With_Citation,6,2.791,80.87,Low,0.238,0–2,1–2 Low,5–6,14.78,0.026
135323,Business,Junior,2.823,3.96,Summarizing_Reading,Intermediate,2,No,8.02,1,Strict_Ban,5,2.659,66.9,Low,-0.164,>2–5,1–2 Low,5–6,11.98,0.494
135324,Medical,Sophomore,2.87,6.31,Direct_Answer_Generation,Intermediate,4,No,20.92,2,Actively_Encouraged,6,3.406,59.05,High,0.536,>5–10,1–2 Low,5–6,27.23,0.302
135325,Humanities,Junior,3.116,15.15,Direct_Answer_Generation,Advanced,4,Yes,6.99,1,Actively_Encouraged,2,3.449,71.05,High,0.333,>10–20,1–2 Low,1–2,22.14,2.167
135326,STEM,Sophomore,2.45,26.98,Ideation,Intermediate,3,Yes,11.49,7,Allowed_With_Citation,2,2.465,50.54,High,0.015,>20,7–8 High,1–2,38.47,2.348
135327,STEM,Sophomore,3.85,8.32,Debugging/Troubleshooting,Advanced,5,No,12.38,4,Strict_Ban,5,4.0,95.93,Medium,0.15,>5–10,3–4 Moderate,5–6,20.7,0.672
135328,Medical,Senior,3.132,2.95,Summarizing_Reading,Advanced,4,No,16.09,5,Allowed_With_Citation,2,3.723,95.28,Medium,0.591,>2–5,5–6 Elevated,1–2,19.04,0.183
135329,Business,Junior,3.236,0.03,Direct_Answer_Generation,Beginner,2,No,4.25,3,Strict_Ban,5,3.338,85.97,Low,0.102,0–2,3–4 Moderate,5–6,4.28,0.007
135330,Arts,Graduate,3.709,5.64,Copywriting/Drafting,Advanced,3,No,9.74,2,Allowed_With_Citation,3,3.958,98.48,Medium,0.249,>5–10,1–2 Low,3–4,15.38,0.579
135331,STEM,Junior,3.573,2.57,Debugging/Troubleshooting,Intermediate,4,No,12.61,4,Allowed_With_Citation,1,3.845,67.51,Low,0.272,>2–5,3–4 Moderate,1–2,15.18,0.204
135332,STEM,Senior,3.699,1.32,Copywriting/Drafting,Intermediate,4,No,2.99,2,Actively_Encouraged,5,3.832,72.14,Low,0.133,0–2,1–2 Low,5–6,4.31,0.441
135333,STEM,Senior,2.973,12.76,Debugging/Troubleshooting,Beginner,1,No,20.61,2,Allowed_With_Citation,5,3.403,78.89,High,0.43,>10–20,1–2 Low,5–6,33.37,0.619
135334,Arts,Sophomore,3.434,0.98,Copywriting/Drafting,Beginner,2,Yes,11.57,3,Allowed_With_Citation,2,3.764,59.47,Low,0.33,0–2,3–4 Moderate,1–2,12.55,0.085
135335,STEM,Senior,3.575,9.68,Debugging/Troubleshooting,Beginner,1,Yes,14.19,3,Allowed_With_Citation,3,3.957,93.69,High,0.382,>5–10,3–4 Moderate,3–4,23.87,0.682
135336,Business,Freshman,3.539,13.33,Copywriting/Drafting,Intermediate,3,Yes,8.18,5,Actively_Encouraged,2,3.748,81.19,High,0.209,>10–20,5–6 Elevated,1–2,21.51,1.63
135337,Business,Freshman,3.67,21.01,Ideation,Intermediate,3,No,19.55,6,Allowed_With_Citation,5,4.0,96.2,Medium,0.33,>20,5–6 Elevated,5–6,40.56,1.075
135338,Business,Junior,2.761,0.34,Ideation,Beginner,2,Yes,14.26,1,Actively_Encouraged,2,3.092,78.81,Low,0.331,0–2,1–2 Low,1–2,14.6,0.024
135339,STEM,Senior,3.227,18.41,Debugging/Troubleshooting,Advanced,3,Yes,6.91,3,Allowed_With_Citation,5,3.394,100.0,High,0.167,>10–20,3–4 Moderate,5–6,25.32,2.664
